    0 <= x <= 30    ; y =     63.0000 +      0.6000 x ; interpolation
 1680 <= x <= 1710  ; y =   -887.0000 +      0.5667 x ; interpolation
 1710 <= x <= 1740  ; y =    994.0000 +     -0.5333 x ; interpolation
 1740 <= x <= 1770  ; y =    -50.0000 +      0.0667 x ; interpolation
 1770 <= x <= 1800  ; y =    127.0000 +     -0.0333 x ; interpolation
 1800 <= x <= 1830  ; y =   -893.0000 +      0.5333 x ; interpolation
 1830 <= x <= 1860  ; y =   1364.0000 +     -0.7000 x ; interpolation
 1860 <= x <= 1890  ; y =   -248.0000 +      0.1667 x ; interpolation
 1890 <= x <= 1920  ; y =   -941.0000 +      0.5333 x ; interpolation
 1920 <= x <= 1950  ; y =    979.0000 +     -0.4667 x ; interpolation
 1950 <= x <= 1980  ; y =    264.0000 +     -0.1000 x ; interpolation
 1980 <= x <= 2010  ; y =    -66.0000 +      0.0667 x ; interpolation
 2010 <= x <= 2040  ; y =    135.0000 +     -0.0333 x ; interpolation
 2040 <= x <= 2070  ; y =     -1.0000 +      0.0333 x ; interpolation
 2070 <= x <= 2100  ; y =   -967.0000 +      0.5000 x ; interpolation
 2100 <= x <= 2130  ; y =    363.0000 +     -0.1333 x ; interpolation
 2130 <= x <= 2160  ; y =   3700.0000 +     -1.7000 x ; interpolation
 2160 <= x <= 2190  ; y =    172.0000 +     -0.0667 x ; interpolation
 2190 <= x <= 2220  ; y =  -3916.0000 +      1.8000 x ; interpolation
 2220 <= x <= 2250  ; y =   1042.0000 +     -0.4333 x ; interpolation
 2250 <= x <= 2280  ; y =   -833.0000 +      0.4000 x ; interpolation
 2280 <= x <= 2310  ; y =    915.0000 +     -0.3667 x ; interpolation
 2310 <= x <= 2340  ; y =  -1010.0000 +      0.4667 x ; interpolation
 2340 <= x <= 2370  ; y =      4.0000 +      0.0333 x ; interpolation
 2370 <= x <= 2400  ; y =   1426.0000 +     -0.5667 x ; interpolation
 2400 <= x <= 2430  ; y =  -1374.0000 +      0.6000 x ; interpolation
 2430 <= x <= 2460  ; y =    246.0000 +     -0.0667 x ; interpolation
 2460 <= x <= 2490  ; y =   1148.0000 +     -0.4333 x ; interpolation
 2490 <= x <= 2520  ; y =    318.0000 +     -0.1000 x ; interpolation
 2520 <= x <= 2550  ; y =   -186.0000 +      0.1000 x ; interpolation
 2550 <= x <= 2580  ; y =  -1206.0000 +      0.5000 x ; interpolation
 2580 <= x <= 2610  ; y =    256.0000 +     -0.0667 x ; interpolation
 2610 <= x <= 2640  ; y =   1387.0000 +     -0.5000 x ; interpolation
 2640 <= x <= 2670  ; y =    -21.0000 +      0.0333 x ; interpolation
 2670 <= x <= 2700  ; y =  -1267.0000 +      0.5000 x ; interpolation
 2700 <= x <= 2730  ; y =    263.0000 +     -0.0667 x ; interpolation
 2730 <= x <= 2760  ; y =    -10.0000 +      0.0333 x ; interpolation
 2760 <= x <= 2790  ; y =    358.0000 +     -0.1000 x ; interpolation
 2790 <= x <= 2820  ; y =   1195.0000 +     -0.4000 x ; interpolation
 2820 <= x <= 2850  ; y =    -27.0000 +      0.0333 x ; interpolation
 2850 <= x <= 2880  ; y =  -1167.0000 +      0.4333 x ; interpolation
 2880 <= x <= 2910  ; y =   1233.0000 +     -0.4000 x ; interpolation
 2910 <= x <= 2940  ; y =  -1386.0000 +      0.5000 x ; interpolation
 2940 <= x <= 2970  ; y =    966.0000 +     -0.3000 x ; interpolation
 2970 <= x <= 3000  ; y =   -717.0000 +      0.2667 x ; interpolation
 3000 <= x <= 3030  ; y =    283.0000 +     -0.0667 x ; interpolation
 3030 <= x <= 3060  ; y =    -20.0000 +      0.0333 x ; interpolation
 3060 <= x <= 3090  ; y =     82.0000 +      0.0000 x ; interpolation
 3090 <= x <= 3120  ; y =   -330.0000 +      0.1333 x ; interpolation
 3120 <= x <= 3150  ; y =    294.0000 +     -0.0667 x ; interpolation
 3150 <= x <= 3180  ; y =   1869.0000 +     -0.5667 x ; interpolation
 3180 <= x <= 3210  ; y =  -1417.0000 +      0.4667 x ; interpolation
 3210 <= x <= 3240  ; y =   1793.0000 +     -0.5333 x ; interpolation
 3240 <= x <= 3270  ; y =   -367.0000 +      0.1333 x ; interpolation
 3270 <= x <= 3300  ; y =  -1457.0000 +      0.4667 x ; interpolation
 3300 <= x <= 3330  ; y =    743.0000 +     -0.2000 x ; interpolation
 3330 <= x <= 3360  ; y =   -478.0000 +      0.1667 x ; interpolation
 3360 <= x <= 3390  ; y =    -30.0000 +      0.0333 x ; interpolation
 3390 <= x <= 3420  ; y =    -30.0000 +      0.0333 x ; interpolation
 3420 <= x <= 3450  ; y =    198.0000 +     -0.0333 x ; interpolation
 3450 <= x <= 3480  ; y =    -32.0000 +      0.0333 x ; interpolation
 3480 <= x <= 3510  ; y =   1824.0000 +     -0.5000 x ; interpolation
 3510 <= x <= 3540  ; y =  -1569.0000 +      0.4667 x ; interpolation
 3540 <= x <= 3570  ; y =    319.0000 +     -0.0667 x ; interpolation
 3570 <= x <= 3600  ; y =   -157.0000 +      0.0667 x ; interpolation
 3600 <= x <= 3630  ; y =    323.0000 +     -0.0667 x ; interpolation
 3630 <= x <= 3660  ; y =   -403.0000 +      0.1333 x ; interpolation
 3660 <= x <= 3690  ; y =    695.0000 +     -0.1667 x ; interpolation
 3690 <= x <= 3720  ; y =   -412.0000 +      0.1333 x ; interpolation
 3720 <= x <= 3750  ; y =    332.0000 +     -0.0667 x ; interpolation
 3750 <= x <= 3780  ; y =   1957.0000 +     -0.5000 x ; interpolation
 3780 <= x <= 3810  ; y =  -2075.0000 +      0.5667 x ; interpolation
 3810 <= x <= 3840  ; y =    211.0000 +     -0.0333 x ; interpolation
 3840 <= x <= 3870  ; y =    339.0000 +     -0.0667 x ; interpolation
 3870 <= x <= 3900  ; y =   2016.0000 +     -0.5000 x ; interpolation
 3900 <= x <= 3930  ; y =   -324.0000 +      0.1000 x ; interpolation
 3930 <= x <= 3960  ; y =  -1765.0000 +      0.4667 x ; interpolation
 3960 <= x <= 3990  ; y =    347.0000 +     -0.0667 x ; interpolation
 3990 <= x <= 4020  ; y =   2076.0000 +     -0.5000 x ; interpolation
 4020 <= x <= 4050  ; y =   -202.0000 +      0.0667 x ; interpolation
 4050 <= x <= 4080  ; y =  -1822.0000 +      0.4667 x ; interpolation
 4080 <= x <= 4110  ; y =    354.0000 +     -0.0667 x ; interpolation
 4110 <= x <= 4140  ; y =   1861.0000 +     -0.4333 x ; interpolation
 4140 <= x <= 4170  ; y =  -2141.0000 +      0.5333 x ; interpolation
 4170 <= x <= 4200  ; y =     83.0000 +      0.0000 x ; interpolation
 4200 <= x <= 4230  ; y =   2463.0000 +     -0.5667 x ; interpolation
 4230 <= x <= 4260  ; y =  -2331.0000 +      0.5667 x ; interpolation
 4260 <= x <= 4290  ; y =    225.0000 +     -0.0333 x ; interpolation
 4290 <= x <= 4320  ; y =   2370.0000 +     -0.5333 x ; interpolation
 4320 <= x <= 4350  ; y =   -366.0000 +      0.1000 x ; interpolation
 4350 <= x <= 4380  ; y =  -1961.0000 +      0.4667 x ; interpolation
 4380 <= x <= 4410  ; y =   2711.0000 +     -0.6000 x ; interpolation
 4410 <= x <= 4440  ; y =   5651.0000 +     -1.2667 x ; interpolation
 4440 <= x <= 4470  ; y =  -5893.0000 +      1.3333 x ; interpolation
 4470 <= x <= 4500  ; y =    216.0000 +     -0.0333 x ; interpolation
 4500 <= x <= 4530  ; y =  -2034.0000 +      0.4667 x ; interpolation
 4530 <= x <= 4560  ; y =   -222.0000 +      0.0667 x ; interpolation
 4560 <= x <= 4590  ; y =    538.0000 +     -0.1000 x ; interpolation
 4590 <= x <= 4620  ; y =   -533.0000 +      0.1333 x ; interpolation
 4620 <= x <= 4650  ; y =    699.0000 +     -0.1333 x ; interpolation
 4650 <= x <= 4680  ; y =   -696.0000 +      0.1667 x ; interpolation
 4680 <= x <= 4710  ; y =    864.0000 +     -0.1667 x ; interpolation
 4710 <= x <= 4740  ; y =   -863.0000 +      0.2000 x ; interpolation
 4740 <= x <= 4770  ; y =    401.0000 +     -0.0667 x ; interpolation
 4770 <= x <= 4800  ; y =   3422.0000 +     -0.7000 x ; interpolation
 4800 <= x <= 4830  ; y =  -3298.0000 +      0.7000 x ; interpolation
 4830 <= x <= 4860  ; y =   2820.0000 +     -0.5667 x ; interpolation
 4860 <= x <= 4890  ; y =  -2688.0000 +      0.5667 x ; interpolation
 4890 <= x <= 4920  ; y =   2528.0000 +     -0.5000 x ; interpolation
 4920 <= x <= 4950  ; y =  -2392.0000 +      0.5000 x ; interpolation
 4950 <= x <= 4980  ; y =   2558.0000 +     -0.5000 x ; interpolation
 4980 <= x <= 5010  ; y =   -430.0000 +      0.1000 x ; interpolation
 5010 <= x <= 5040  ; y =  -1432.0000 +      0.3000 x ; interpolation
 5040 <= x <= 5070  ; y =   1424.0000 +     -0.2667 x ; interpolation
 5070 <= x <= 5100  ; y =  -1449.0000 +      0.3000 x ; interpolation
 5100 <= x <= 5130  ; y =    761.0000 +     -0.1333 x ; interpolation
 5130 <= x <= 5160  ; y =   1787.0000 +     -0.3333 x ; interpolation
 5160 <= x <= 5190  ; y =  -2341.0000 +      0.4667 x ; interpolation
 5190 <= x <= 5220  ; y =   2503.0000 +     -0.4667 x ; interpolation
 5220 <= x <= 5250  ; y =    937.0000 +     -0.1667 x ; interpolation
 5250 <= x <= 5280  ; y =   -988.0000 +      0.2000 x ; interpolation
 5280 <= x <= 5310  ; y =   -636.0000 +      0.1333 x ; interpolation
 5310 <= x <= 5340  ; y =  -1875.0000 +      0.3667 x ; interpolation
 5340 <= x <= 5370  ; y =   1863.0000 +     -0.3333 x ; interpolation
 5370 <= x <= 5400  ; y =  -1717.0000 +      0.3333 x ; interpolation
 5400 <= x <= 5430  ; y =   2063.0000 +     -0.3667 x ; interpolation
 5430 <= x <= 5460  ; y =  -1195.0000 +      0.2333 x ; interpolation
 5460 <= x <= 5490  ; y =    807.0000 +     -0.1333 x ; interpolation
 5490 <= x <= 5520  ; y =   1722.0000 +     -0.3000 x ; interpolation
 5520 <= x <= 5550  ; y =  -3062.0000 +      0.5667 x ; interpolation
 5550 <= x <= 5580  ; y =   2858.0000 +     -0.5000 x ; interpolation
 5580 <= x <= 5610  ; y =  -2722.0000 +      0.5000 x ; interpolation
 5610 <= x <= 5640  ; y =   3449.0000 +     -0.6000 x ; interpolation
 5640 <= x <= 5670  ; y =  -3319.0000 +      0.6000 x ; interpolation
 5670 <= x <= 5700  ; y =    272.0000 +     -0.0333 x ; interpolation
 5700 <= x <= 5730  ; y =   3312.0000 +     -0.5667 x ; interpolation
 5730 <= x <= 5760  ; y =  -3564.0000 +      0.6333 x ; interpolation
 5760 <= x <= 5790  ; y =   3732.0000 +     -0.6333 x ; interpolation
 5790 <= x <= 5820  ; y =  -3409.0000 +      0.6000 x ; interpolation
 5820 <= x <= 5850  ; y =   3381.0000 +     -0.5667 x ; interpolation
 5850 <= x <= 5880  ; y =  -3444.0000 +      0.6000 x ; interpolation
 5880 <= x <= 5910  ; y =   3612.0000 +     -0.6000 x ; interpolation
 5910 <= x <= 5940  ; y =  -2298.0000 +      0.4000 x ; interpolation
 5940 <= x <= 5970  ; y =  -1110.0000 +      0.2000 x ; interpolation
 5970 <= x <= 6000  ; y =    681.0000 +     -0.1000 x ; interpolation
 6000 <= x <= 6030  ; y =   3081.0000 +     -0.5000 x ; interpolation
 6030 <= x <= 6060  ; y =  -3552.0000 +      0.6000 x ; interpolation
 6060 <= x <= 6090  ; y =   3720.0000 +     -0.6000 x ; interpolation
 6090 <= x <= 6120  ; y =  -3385.0000 +      0.5667 x ; interpolation
 6120 <= x <= 6150  ; y =     83.0000 +      0.0000 x ; interpolation
 6150 <= x <= 6180  ; y =    493.0000 +     -0.0667 x ; interpolation
 6180 <= x <= 6210  ; y =   -537.0000 +      0.1000 x ; interpolation
 6210 <= x <= 6240  ; y =   3810.0000 +     -0.6000 x ; interpolation
 6240 <= x <= 6270  ; y =  -3470.0000 +      0.5667 x ; interpolation
 6270 <= x <= 6300  ; y =   3427.0000 +     -0.5333 x ; interpolation
 6300 <= x <= 6330  ; y =  -3293.0000 +      0.5333 x ; interpolation
 6330 <= x <= 6360  ; y =   3459.0000 +     -0.5333 x ; interpolation
 6360 <= x <= 6390  ; y =  -3113.0000 +      0.5000 x ; interpolation
 6390 <= x <= 6420  ; y =   -557.0000 +      0.1000 x ; interpolation
 6420 <= x <= 6450  ; y =    513.0000 +     -0.0667 x ; interpolation
 6450 <= x <= 6480  ; y =   -132.0000 +      0.0333 x ; interpolation
 6480 <= x <= 6510  ; y =   3972.0000 +     -0.6000 x ; interpolation
 6510 <= x <= 6540  ; y =  -3840.0000 +      0.6000 x ; interpolation
 6540 <= x <= 6570  ; y =   4444.0000 +     -0.6667 x ; interpolation
 6570 <= x <= 6600  ; y =  -4316.0000 +      0.6667 x ; interpolation
 6600 <= x <= 6630  ; y =   4044.0000 +     -0.6000 x ; interpolation
 6630 <= x <= 6660  ; y =   -376.0000 +      0.0667 x ; interpolation
 6660 <= x <= 6690  ; y =  -3262.0000 +      0.5000 x ; interpolation
 6690 <= x <= 6720  ; y =    529.0000 +     -0.0667 x ; interpolation
 6720 <= x <= 6750  ; y =   3665.0000 +     -0.5333 x ; interpolation
 6750 <= x <= 6780  ; y =   -160.0000 +      0.0333 x ; interpolation
 6780 <= x <= 6810  ; y =   7750.0000 +     -1.1333 x ; interpolation
 6810 <= x <= 6840  ; y =    259.0000 +     -0.0333 x ; interpolation
 6840 <= x <= 6870  ; y = -11369.0000 +      1.6667 x ; interpolation
 6870 <= x <= 6900  ; y =    539.0000 +     -0.0667 x ; interpolation
 6900 <= x <= 6930  ; y =   -841.0000 +      0.1333 x ; interpolation
 6930 <= x <= 6960  ; y =    776.0000 +     -0.1000 x ; interpolation
 6960 <= x <= 6990  ; y =     80.0000 +      0.0000 x ; interpolation
 6990 <= x <= 7020  ; y =    313.0000 +     -0.0333 x ; interpolation
 7020 <= x <= 7050  ; y =   1483.0000 +     -0.2000 x ; interpolation
 7050 <= x <= 7080  ; y =  -1572.0000 +      0.2333 x ; interpolation
 7080 <= x <= 7110  ; y =   -628.0000 +      0.1000 x ; interpolation
 7110 <= x <= 7140  ; y =   1268.0000 +     -0.1667 x ; interpolation
 7140 <= x <= 7170  ; y =  -1112.0000 +      0.1667 x ; interpolation
 7170 <= x <= 7200  ; y =    561.0000 +     -0.0667 x ; interpolation
 7200 <= x <= 7230  ; y =   -639.0000 +      0.1000 x ; interpolation
 7230 <= x <= 7260  ; y =     84.0000 +      0.0000 x ; interpolation
 7260 <= x <= 7290  ; y =   4440.0000 +     -0.6000 x ; interpolation
 7290 <= x <= 7320  ; y =  -4308.0000 +      0.6000 x ; interpolation
 7320 <= x <= 7350  ; y =   4720.0000 +     -0.6333 x ; interpolation
 7350 <= x <= 7380  ; y =   -180.0000 +      0.0333 x ; interpolation
 7380 <= x <= 7410  ; y =  -4362.0000 +      0.6000 x ; interpolation
 7410 <= x <= 7440  ; y =   4283.0000 +     -0.5667 x ; interpolation
 7440 <= x <= 7470  ; y =  -4149.0000 +      0.5667 x ; interpolation
 7470 <= x <= 7500  ; y =    333.0000 +     -0.0333 x ; interpolation
 7500 <= x <= 7530  ; y =   1083.0000 +     -0.1333 x ; interpolation
 7530 <= x <= 7560  ; y =   -172.0000 +      0.0333 x ; interpolation
 7560 <= x <= 7590  ; y =   3608.0000 +     -0.4667 x ; interpolation
 7590 <= x <= 7620  ; y =   -187.0000 +      0.0333 x ; interpolation
 7620 <= x <= 7650  ; y =  -4251.0000 +      0.5667 x ; interpolation
 7650 <= x <= 7680  ; y =    849.0000 +     -0.1000 x ; interpolation
 7680 <= x <= 7710  ; y =   -687.0000 +      0.1000 x ; interpolation
 7710 <= x <= 7740  ; y =    598.0000 +     -0.0667 x ; interpolation
 7740 <= x <= 7770  ; y =   4468.0000 +     -0.5667 x ; interpolation
 7770 <= x <= 7800  ; y =   -712.0000 +      0.1000 x ; interpolation
 7800 <= x <= 7830  ; y =  -3572.0000 +      0.4667 x ; interpolation
 7830 <= x <= 7860  ; y =   3475.0000 +     -0.4333 x ; interpolation
 7860 <= x <= 7890  ; y =  -3861.0000 +      0.5000 x ; interpolation
 7890 <= x <= 7920  ; y =     84.0000 +      0.0000 x ; interpolation
 7920 <= x <= 7950  ; y =     84.0000 +      0.0000 x ; interpolation
 7950 <= x <= 7980  ; y =    349.0000 +     -0.0333 x ; interpolation
 7980 <= x <= 8010  ; y =   4605.0000 +     -0.5667 x ; interpolation
 8010 <= x <= 8040  ; y =  -4473.0000 +      0.5667 x ; interpolation
 8040 <= x <= 8070  ; y =   4639.0000 +     -0.5667 x ; interpolation
 8070 <= x <= 8100  ; y =  -3700.0000 +      0.4667 x ; interpolation
 8100 <= x <= 8130  ; y =   3320.0000 +     -0.4000 x ; interpolation
 8130 <= x <= 8160  ; y =   -203.0000 +      0.0333 x ; interpolation
 8160 <= x <= 8190  ; y =    885.0000 +     -0.1000 x ; interpolation
 8190 <= x <= 8220  ; y =  -4848.0000 +      0.6000 x ; interpolation
 8220 <= x <= 8250  ; y =     84.0000 +      0.0000 x ; interpolation
 8250 <= x <= 8280  ; y =   4209.0000 +     -0.5000 x ; interpolation
 8280 <= x <= 8310  ; y =  -3519.0000 +      0.4333 x ; interpolation
 8310 <= x <= 8340  ; y =   3683.0000 +     -0.4333 x ; interpolation
 8340 <= x <= 8370  ; y =  -3823.0000 +      0.4667 x ; interpolation
 8370 <= x <= 8400  ; y =   1757.0000 +     -0.2000 x ; interpolation
 8400 <= x <= 8430  ; y =   3157.0000 +     -0.3667 x ; interpolation
 8430 <= x <= 8460  ; y =  -4149.0000 +      0.5000 x ; interpolation
 8460 <= x <= 8490  ; y =    363.0000 +     -0.0333 x ; interpolation
 8490 <= x <= 8520  ; y =   6589.0000 +     -0.7667 x ; interpolation
 8520 <= x <= 8550  ; y =  -2783.0000 +      0.3333 x ; interpolation
 8550 <= x <= 8580  ; y =  -4778.0000 +      0.5667 x ; interpolation
 8580 <= x <= 8610  ; y =   5232.0000 +     -0.6000 x ; interpolation
 8610 <= x <= 8640  ; y =  -5100.0000 +      0.6000 x ; interpolation
 8640 <= x <= 8670  ; y =   3828.0000 +     -0.4333 x ; interpolation
 8670 <= x <= 8700  ; y =  -3975.0000 +      0.4667 x ; interpolation
 8700 <= x <= 8730  ; y =   5885.0000 +     -0.6667 x ; interpolation
 8730 <= x <= 8760  ; y =  -4882.0000 +      0.5667 x ; interpolation
 8760 <= x <= 8790  ; y =   4462.0000 +     -0.5000 x ; interpolation
 8790 <= x <= 8820  ; y =   -519.0000 +      0.0667 x ; interpolation
 8820 <= x <= 8850  ; y =  -4341.0000 +      0.5000 x ; interpolation
 8850 <= x <= 8880  ; y =    969.0000 +     -0.1000 x ; interpolation
 8880 <= x <= 8910  ; y =  -1103.0000 +      0.1333 x ; interpolation
 8910 <= x <= 8940  ; y =    976.0000 +     -0.1000 x ; interpolation
 8940 <= x <= 8970  ; y =    678.0000 +     -0.0667 x ; interpolation
 8970 <= x <= 9000  ; y =   4266.0000 +     -0.4667 x ; interpolation
 9000 <= x <= 9030  ; y =   -534.0000 +      0.0667 x ; interpolation
 9030 <= x <= 9060  ; y =  -4146.0000 +      0.4667 x ; interpolation
 9060 <= x <= 9090  ; y =   4008.0000 +     -0.4333 x ; interpolation
 9090 <= x <= 9120  ; y =  -3870.0000 +      0.4333 x ; interpolation
 9120 <= x <= 9150  ; y =   3426.0000 +     -0.3667 x ; interpolation
 9150 <= x <= 9180  ; y =   2816.0000 +     -0.3000 x ; interpolation
 9180 <= x <= 9210  ; y =   7712.0000 +     -0.8333 x ; interpolation
 9210 <= x <= 9240  ; y =   2493.0000 +     -0.2667 x ; interpolation
 9240 <= x <= 9270  ; y = -12291.0000 +      1.3333 x ; interpolation
 9270 <= x <= 9300  ; y =  -3330.0000 +      0.3667 x ; interpolation
 9300 <= x <= 9330  ; y =   2870.0000 +     -0.3000 x ; interpolation
 9330 <= x <= 9360  ; y =  -2417.0000 +      0.2667 x ; interpolation
 9360 <= x <= 9390  ; y =   2575.0000 +     -0.2667 x ; interpolation
 9390 <= x <= 9420  ; y =  -3685.0000 +      0.4000 x ; interpolation
 9420 <= x <= 9450  ; y =   1653.0000 +     -0.1667 x ; interpolation
 9450 <= x <= 9480  ; y =  -1497.0000 +      0.1667 x ; interpolation
 9480 <= x <= 9510  ; y =   1663.0000 +     -0.1667 x ; interpolation
 9510 <= x <= 9540  ; y =   3565.0000 +     -0.3667 x ; interpolation
 9540 <= x <= 9570  ; y =  -1205.0000 +      0.1333 x ; interpolation
 9570 <= x <= 9600  ; y =  -3119.0000 +      0.3333 x ; interpolation
 9600 <= x <= 9630  ; y =   1041.0000 +     -0.1000 x ; interpolation
 9630 <= x <= 9660  ; y =  -1848.0000 +      0.2000 x ; interpolation
 9660 <= x <= 9690  ; y =   2016.0000 +     -0.2000 x ; interpolation
 9690 <= x <= 9720  ; y =   3954.0000 +     -0.4000 x ; interpolation
 9720 <= x <= 9750  ; y =  -4470.0000 +      0.4667 x ; interpolation
 9750 <= x <= 9780  ; y =   3980.0000 +     -0.4000 x ; interpolation
 9780 <= x <= 9810  ; y =  -4822.0000 +      0.5000 x ; interpolation
 9810 <= x <= 9840  ; y =   3353.0000 +     -0.3333 x ; interpolation
 9840 <= x <= 9870  ; y =     73.0000 +      0.0000 x ; interpolation
 9870 <= x <= 9900  ; y =  -2559.0000 +      0.2667 x ; interpolation
 9900 <= x <= 9930  ; y =   1401.0000 +     -0.1333 x ; interpolation
 9930 <= x <= 9960  ; y =  -1247.0000 +      0.1333 x ; interpolation
 9960 <= x <= 9990  ; y =  -1579.0000 +      0.1667 x ; interpolation
 9990 <= x <= 10020 ; y =   1085.0000 +     -0.1000 x ; interpolation
10020 <= x <= 10050 ; y =   5761.0000 +     -0.5667 x ; interpolation
10050 <= x <= 10080 ; y =  -5629.0000 +      0.5667 x ; interpolation
10080 <= x <= 10110 ; y =   6131.0000 +     -0.6000 x ; interpolation
10110 <= x <= 10140 ; y =   -609.0000 +      0.0667 x ; interpolation
10140 <= x <= 10170 ; y =  -5341.0000 +      0.5333 x ; interpolation
10170 <= x <= 10200 ; y =   5168.0000 +     -0.5000 x ; interpolation
10200 <= x <= 10230 ; y =  -5032.0000 +      0.5000 x ; interpolation
10230 <= x <= 10260 ; y =   5198.0000 +     -0.5000 x ; interpolation
10260 <= x <= 10290 ; y =  -4720.0000 +      0.4667 x ; interpolation
10290 <= x <= 10320 ; y =   -261.0000 +      0.0333 x ; interpolation
10320 <= x <= 10350 ; y =    771.0000 +     -0.0667 x ; interpolation
10350 <= x <= 10380 ; y =   4566.0000 +     -0.4333 x ; interpolation
10380 <= x <= 10410 ; y =  -4776.0000 +      0.4667 x ; interpolation
10410 <= x <= 10440 ; y =   5287.0000 +     -0.5000 x ; interpolation
10440 <= x <= 10470 ; y =  -4805.0000 +      0.4667 x ; interpolation
10470 <= x <= 10500 ; y =   5665.0000 +     -0.5333 x ; interpolation
10500 <= x <= 10530 ; y =  -6235.0000 +      0.6000 x ; interpolation
10530 <= x <= 10560 ; y =    434.0000 +     -0.0333 x ; interpolation
10560 <= x <= 10590 ; y =   -270.0000 +      0.0333 x ; interpolation
10590 <= x <= 10620 ; y =    436.0000 +     -0.0333 x ; interpolation
10620 <= x <= 10650 ; y =   -626.0000 +      0.0667 x ; interpolation
10650 <= x <= 10680 ; y =   1149.0000 +     -0.1000 x ; interpolation
